yr,mo,dy,date,st,mag,inj,fat,slat,slon,elat,elon,len,wid
2008,4,18,4/18/2008,MS,1,0,0,32.68,-89.75,32.73,-89.66,5.96,150
2008,4,18,4/18/2008,MS,1,0,0,32.92,-89.58,32.93,-89.56,1.55,75
2008,4,18,4/18/2008,MS,1,0,0,32.89,-89.38,32.97,-89.28,7.84,75
2008,4,18,4/18/2008,MS,1,1,0,33.09,-89.07,33.19,-88.98,8.87,500
2008,5,2,5/2/2008,MS,0,0,0,33.51,-91.12,33.55,-91.1,2.96,50
2008,5,2,5/2/2008,MS,1,0,0,34.53,-88.94,34.55,-88.89,3.46,75
2008,5,2,5/2/2008,MS,1,0,0,34.63,-88.68,34.77,-88.51,13.77,150
2008,5,2,5/2/2008,MS,1,0,0,33.67,-90.92,33.78,-90.81,9.69,200
2008,5,2,5/2/2008,MS,1,0,0,33.37,-90.33,33.38,-90.31,1.29,300
2008,5,2,5/2/2008,MS,2,0,0,34.46,-89.16,34.49,-89.12,3.11,440
2008,5,2,5/2/2008,MS,2,0,0,34.51,-89.03,34.51,-89.03,0.52,100
2008,5,8,5/8/2008,MS,0,0,0,34.5,-89.51,34.52,-89.48,2.2,50
2008,5,8,5/8/2008,MS,2,0,0,34.43,-88.53,34.45,-88.51,1.4,100
2008,5,8,5/8/2008,MS,3,0,0,34.26,-88.79,34.32,-88.68,7.56,200
2008,5,10,5/10/2008,MS,1,0,0,34.26,-90.3,34.27,-90.3,0.3,30
2008,5,10,5/10/2008,MS,1,2,0,34.14,-90.01,34.1,-89.87,8.71,100
2008,5,15,5/15/2008,MS,1,0,0,31.14,-89.4,31.22,-89.16,15.43,600
2008,5,15,5/15/2008,MS,1,0,0,31.15,-89.28,31.16,-89.26,1.3,150
2008,9,1,9/1/2008,MS,0,0,0,30.95,-89.18,30.95,-89.19,0.49,25
2008,9,1,9/1/2008,MS,0,0,0,31.14,-89.39,31.15,-89.42,2.03,30
2008,9,1,9/1/2008,MS,0,0,0,31.3,-89.58,31.32,-89.63,3.12,50
2008,9,1,9/1/2008,MS,0,0,0,31.42,-89.81,31.43,-89.83,1.29,50
2008,9,1,9/1/2008,MS,0,0,0,31.89,-89.21,31.89,-89.22,0.73,25
2008,9,1,9/1/2008,MS,0,0,0,31.96,-89.32,31.96,-89.32,0.58,25
2008,9,1,9/1/2008,MS,0,0,0,32,-88.84,32.02,-88.86,2.05,50
2008,9,1,9/1/2008,MS,0,0,0,32.51,-89.89,32.51,-89.91,0.77,25
2008,9,1,9/1/2008,MS,1,0,0,32.42,-89.43,32.46,-89.53,6.04,100
2008,9,2,9/2/2008,MS,0,0,0,31.92,-89.43,31.93,-89.44,0.34,25
2008,9,2,9/2/2008,MS,0,0,0,32.13,-89.45,32.14,-89.46,0.97,25
2008,9,2,9/2/2008,MS,0,0,0,31.69,-89.36,31.7,-89.35,0.42,30
2008,9,2,9/2/2008,MS,0,0,0,31.78,-89.1,31.79,-89.1,0.73,25
2008,9,2,9/2/2008,MS,0,0,0,32.22,-89.1,32.28,-89.1,4.08,40
2008,9,2,9/2/2008,MS,0,0,0,31.64,-90.51,31.64,-90.51,0.34,30
2008,9,2,9/2/2008,MS,0,0,0,33.93,-89.59,33.93,-89.59,0.04,25
2008,9,2,9/2/2008,MS,0,0,0,31.94,-90.4,31.96,-90.41,1.51,40
2008,9,2,9/2/2008,MS,0,0,0,34.19,-89.46,34.19,-89.46,0.13,25
2008,9,2,9/2/2008,MS,0,0,0,31.51,-90.35,31.52,-90.35,0.41,30
2008,9,2,9/2/2008,MS,1,0,0,31.7,-89.49,31.77,-89.5,5,75
2008,9,2,9/2/2008,MS,1,0,0,31.73,-90.33,31.76,-90.33,2.55,100
2008,9,3,9/3/2008,MS,0,0,0,32.29,-90.87,32.29,-90.87,0.21,30
2008,9,3,9/3/2008,MS,0,0,0,31.42,-90.9,31.48,-90.83,5.52,50
2008,9,13,9/13/2008,MS,0,0,0,31.81,-90.81,31.84,-90.8,1.93,50
2008,10,7,10/7/2008,MS,1,0,0,34.23,-89.02,34.23,-89.02,0.05,30
2008,12,9,12/9/2008,MS,0,0,0,32.7,-90.93,32.72,-90.92,1.43,50
2008,12,9,12/9/2008,MS,0,0,0,32.96,-90.58,32.96,-90.57,0.84,50
2008,12,9,12/9/2008,MS,0,0,0,31.96,-90.39,31.97,-90.36,1.9,75
2008,12,9,12/9/2008,MS,0,0,0,31.5,-89.99,31.51,-89.97,1.29,50
2008,12,9,12/9/2008,MS,1,0,0,33.45,-89.64,33.46,-89.63,0.84,75
2008,12,9,12/9/2008,MS,1,0,0,31.54,-91.4,31.53,-91.35,3.07,800
2008,12,9,12/9/2008,MS,1,0,0,33,-89.82,33.01,-89.78,2.3,150
2008,12,9,12/9/2008,MS,1,0,0,31.6,-91.11,31.64,-90.94,10.59,500
2008,12,9,12/9/2008,MS,1,0,0,31.95,-90.44,31.95,-90.41,1.63,75
2008,12,9,12/9/2008,MS,1,0,0,32.16,-90,32.2,-89.93,5.28,500
2008,12,9,12/9/2008,MS,1,0,0,32.24,-89.88,32.26,-89.85,2.38,200
2008,12,9,12/9/2008,MS,1,0,0,31.54,-89.9,31.57,-89.85,3.42,50
2008,12,9,12/9/2008,MS,2,0,0,32.76,-90.46,33.05,-90.11,28.58,450
2008,12,9,12/9/2008,MS,2,0,0,32.1,-90.05,32.12,-90.04,0.97,300
2008,12,10,12/10/2008,MS,1,2,0,31.64,-89.18,31.64,-89.17,1.01,150
2008,12,10,12/10/2008,MS,1,0,0,31.31,-89.36,31.32,-89.35,0.56,100
2009,1,3,1/3/2009,MS,1,0,0,31.875,-89.331,31.888,-89.327,0.93,175
2009,1,10,1/10/2009,MS,0,0,0,32.4983,-88.5795,32.5089,-88.5495,1.9,30
2009,2,27,2/27/2009,MS,0,0,0,33.1146,-88.4008,33.1126,-88.3625,2.22,75
2009,3,25,3/25/2009,MS,0,0,0,32.2925,-90.6647,32.2966,-90.6185,2.71,100
2009,3,25,3/25/2009,MS,0,0,0,32.5212,-90.1607,32.5309,-90.1512,0.87,125
2009,3,25,3/25/2009,MS,1,0,0,32.2363,-88.7065,32.2869,-88.636,5.4,200
2009,3,25,3/25/2009,MS,1,0,0,32.4275,-90.4134,32.4582,-90.206,12.28,500
2009,3,25,3/25/2009,MS,1,0,0,32.5095,-90.1827,32.5243,-90.1,4.92,250
2009,3,25,3/25/2009,MS,1,0,0,31.17,-90.83,31.17,-90.83,4,30
2009,3,26,3/26/2009,MS,0,0,0,30.37,-88.53,30.37,-88.53,0.15,50
2009,3,26,3/26/2009,MS,1,1,0,32.12,-89.22,32.2438,-88.922,19.42,500
2009,3,26,3/26/2009,MS,2,1,0,31.7489,-89.3937,31.793,-89.2332,9.91,500
2009,3,26,3/26/2009,MS,3,25,0,31.7883,-89.8579,31.9541,-89.6356,17.42,500
2009,3,27,3/27/2009,MS,0,0,0,31.599,-91.3965,31.6324,-91.3506,3.55,50
2009,3,27,3/27/2009,MS,1,0,0,30.5963,-89.4057,30.525,-89.5049,7,200
2009,3,28,3/28/2009,MS,1,0,0,31.9152,-89.4882,31.9174,-89.4748,0.8,200
2009,4,2,4/2/2009,MS,0,0,0,31.2943,-90.3448,31.2943,-90.3448,0.1,20
2009,4,2,4/2/2009,MS,0,0,0,30.2684,-89.5863,30.2691,-89.5618,1.46,25
2009,4,2,4/2/2009,MS,0,0,0,30.2958,-89.3436,30.2958,-89.3436,0.2,20
2009,4,2,4/2/2009,MS,0,0,0,30.42,-88.82,30.42,-88.82,0.2,25
2009,4,2,4/2/2009,MS,0,0,0,33.9347,-89.0841,33.9389,-89.0758,0.56,100
2009,4,2,4/2/2009,MS,1,0,0,34.003,-88.6111,34.0178,-88.5661,2.77,75
2009,5,2,5/2/2009,MS,0,0,0,34.3385,-88.5935,34.3405,-88.5907,0.22,75
2009,5,2,5/2/2009,MS,0,0,0,34.3434,-88.5713,34.3444,-88.5699,0.1,25
2009,5,2,5/2/2009,MS,0,0,0,34.3535,-88.5417,34.3559,-88.5091,1.86,100
2009,5,2,5/2/2009,MS,0,0,0,34.3623,-88.318,34.3678,-88.2883,1.74,100
2009,5,3,5/3/2009,MS,0,0,0,32.845,-89.7456,32.8649,-89.6761,4.26,100
2009,5,3,5/3/2009,MS,1,0,0,31.89,-91.06,31.9239,-90.9922,4.62,50
2009,5,3,5/3/2009,MS,1,0,0,31.748,-89.787,31.807,-89.662,8.42,400
2009,5,3,5/3/2009,MS,1,0,0,31.6776,-89.67,31.8079,-89.3671,20.05,400
2009,5,3,5/3/2009,MS,1,0,0,31.83,-89.3619,31.8874,-89.2905,4.84,350
2009,5,3,5/3/2009,MS,1,0,0,31.9017,-89.2326,31.9079,-89.2254,0.6,176
2009,5,4,5/4/2009,MS,1,0,0,30.937,-89.4784,30.9637,-89.4655,2,25
2009,5,6,5/6/2009,MS,1,0,0,34.2192,-90.507,34.2195,-90.505,0.11,25
2009,5,6,5/6/2009,MS,1,0,0,33.237,-89.2574,33.2038,-89.1312,7.64,500
2009,5,6,5/6/2009,MS,1,2,0,33.2448,-88.7476,33.2275,-88.6631,5.02,500
2009,5,10,5/10/2009,MS,1,0,0,32.74,-90.81,32.7264,-90.7677,2.63,50
2009,6,12,6/12/2009,MS,2,1,0,34.9518,-89.8428,34.956,-89.7922,2.88,75
2009,7,28,7/28/2009,MS,0,0,0,33.4703,-88.7369,33.4728,-88.7335,0.26,20
2009,7,30,7/30/2009,MS,2,0,0,34.9131,-89.8301,34.9499,-89.7376,5.82,440
2009,10,9,10/9/2009,MS,0,0,0,33.6449,-91.0168,33.6679,-90.986,2.38,75
2009,10,9,10/9/2009,MS,1,2,1,33.246,-91.0431,33.27,-91.0245,1.98,100
2009,12,8,12/8/2009,MS,0,0,0,32.81,-89.57,32.85,-89.47,6.54,75
2009,12,24,12/24/2009,MS,0,0,0,30.64,-88.81,30.64,-88.81,0.3,20
2010,1,20,1/20/2010,MS,0,0,0,32.4755,-90.2386,32.482,-90.224,0.96,40
2010,1,21,1/21/2010,MS,2,0,0,31.8343,-90.3799,31.8612,-90.3272,3.61,500
2010,3,11,3/11/2010,MS,1,0,0,32.4158,-89.5848,32.4707,-89.5221,5.27,400
2010,3,11,3/11/2010,MS,1,0,0,32.4469,-89.5609,32.4614,-89.5463,1.31,250
2010,4,23,4/23/2010,MS,1,0,0,33.3366,-90.4158,33.3349,-90.3813,2,50
2010,4,24,4/24/2010,MS,0,0,0,34.4849,-88.9644,34.4854,-88.9636,0.06,30
2010,4,24,4/24/2010,MS,1,0,0,31.9379,-89.6386,32.0333,-89.495,10.69,50
2010,4,24,4/24/2010,MS,1,1,0,33.7387,-88.4347,33.7916,-88.3409,6.51,150
2010,4,24,4/24/2010,MS,1,0,0,32.5731,-88.8309,32.6047,-88.7676,4.32,100
2010,4,24,4/24/2010,MS,2,0,0,32.1575,-89.1141,32.3058,-88.7646,22.89,1056
2010,4,24,4/24/2010,MS,2,0,0,33.5302,-88.8531,33.5638,-88.7388,6.98,800
2010,4,24,4/24/2010,MS,2,0,0,33.6349,-88.6019,33.6448,-88.5716,1.87,300
2010,5,1,5/1/2010,MS,1,0,0,34.5775,-88.9967,34.6666,-88.8505,10.34,300
2010,5,2,5/2/2010,MS,0,0,0,34.8759,-90.0442,34.8896,-90.0349,1.08,100
2010,5,2,5/2/2010,MS,1,0,0,34.2432,-89.8904,34.244,-89.8888,0.11,30
2010,5,2,5/2/2010,MS,2,0,1,34.4891,-89.5129,34.5031,-89.4945,1.43,75
2010,5,2,5/2/2010,MS,3,9,3,34.8008,-89.1893,35.0623,-88.7758,29.58,880
2010,5,20,5/20/2010,MS,0,0,0,31.54,-89.36,31.54,-89.29,3.5,75
2010,11,23,11/23/2010,MS,1,0,0,31.9896,-90.1025,32.0012,-89.9664,8.01,150
2010,11,23,11/23/2010,MS,1,0,0,31.9935,-89.7217,31.9874,-89.6872,2.06,75
2010,11,29,11/29/2010,MS,0,0,0,32.6586,-90.8576,32.6693,-90.842,1.18,50
2010,11,29,11/29/2010,MS,0,0,0,32.3658,-90.8303,32.3788,-90.8017,1.9,25
2010,11,29,11/29/2010,MS,0,0,0,31.9728,-91.0652,31.9766,-91.0544,0.69,30
2010,11,29,11/29/2010,MS,0,0,0,32.21,-90.7,32.2721,-90.6,7.25,50
2010,11,29,11/29/2010,MS,1,0,0,32.8764,-90.7433,32.9108,-90.697,3.58,100
2010,11,29,11/29/2010,MS,1,0,0,32.0427,-90.9647,32.0566,-90.9409,1.69,40
2010,11,29,11/29/2010,MS,1,0,0,33.6401,-88.67,33.6579,-88.65,1.68,150
2010,11,29,11/29/2010,MS,2,0,0,32.7151,-90.6259,32.8168,-90.4649,11.7,200
2010,11,29,11/29/2010,MS,2,0,0,32.8464,-90.4195,32.9103,-90.316,7.45,150
2010,11,29,11/29/2010,MS,2,15,0,33.44,-88.8299,33.4579,-88.81,1.68,200
2010,11,29,11/29/2010,MS,2,11,0,33.8767,-88.4628,33.8795,-88.4592,0.28,125
2010,11,29,11/29/2010,MS,3,6,0,32.905,-89.719,33.029,-89.6442,9.6,400
2010,11,30,11/30/2010,MS,0,0,0,31.11,-90.8089,31.1288,-90.7306,4.81,25
2010,11,30,11/30/2010,MS,0,0,0,31.62,-89.08,31.6916,-88.9958,7,30
2010,11,30,11/30/2010,MS,0,0,0,30.3658,-89.62,30.3658,-89.62,0.05,25
2010,11,30,11/30/2010,MS,2,0,0,32.0123,-89.6019,32.0993,-89.444,11.03,600
2010,12,31,12/31/2010,MS,0,0,0,32.0824,-90.0529,32.0923,-90.0324,1.38,50
2010,12,31,12/31/2010,MS,1,0,0,32.2939,-90.8702,32.3193,-90.8171,3.56,100
2010,12,31,12/31/2010,MS,1,0,0,31.6527,-90.5849,31.6766,-90.5624,2.12,50
2010,12,31,12/31/2010,MS,2,0,0,32.0868,-90.3663,32.3359,-90.0299,26.17,800
2011,1,1,1/1/2011,MS,1,0,0,33.2625,-89.2957,33.2651,-89.2856,0.61,75
2011,1,1,1/1/2011,MS,1,0,0,33.2839,-89.24,33.2842,-89.1271,6.52,75
2011,1,1,1/1/2011,MS,1,0,0,33.4386,-88.8419,33.4438,-88.8205,1.29,250
2011,1,1,1/1/2011,MS,1,0,0,32.6646,-88.8355,32.7495,-88.6743,11.06,440
2011,1,1,1/1/2011,MS,2,0,0,32.9012,-88.7666,32.9368,-88.671,6.07,860
2011,1,1,1/1/2011,MS,3,2,0,33.0394,-89.8123,33.2213,-89.47,23.45,1300
2011,1,1,1/1/2011,MS,3,1,0,33.0609,-88.464,33.1484,-88.3345,9.63,1330
2011,2,24,2/24/2011,MS,2,0,0,33,-90.96,33.015,-90.835,7.34,400
2011,3,9,3/9/2011,MS,1,0,0,32.1334,-90.6135,32.2,-90.5671,6,250
2011,3,9,3/9/2011,MS,1,0,0,30.4934,-89.7288,30.5401,-89.678,3,100
2011,3,9,3/9/2011,MS,1,0,0,30.4368,-89.15,30.4368,-89.15,1,30
2011,3,9,3/9/2011,MS,1,0,0,30.4427,-88.9339,30.4427,-88.9339,0.25,30
2011,3,9,3/9/2011,MS,2,0,0,32.1146,-90.3112,32.1428,-90.2924,2.24,150
2011,3,14,3/14/2011,MS,0,0,0,32.198,-89.9697,32.2045,-89.9428,1.63,75
2011,4,4,4/4/2011,MS,1,0,0,32.1284,-90.6278,32.1431,-90.5613,4.02,440
2011,4,4,4/4/2011,MS,1,0,0,32.0102,-90.0455,32.0372,-89.9236,7.38,1320
2011,4,4,4/4/2011,MS,1,0,0,31.38,-90.3554,31.3785,-90.0625,17.28,600
2011,4,4,4/4/2011,MS,1,0,0,31.2665,-88.8278,31.2939,-88.5005,19.42,100
2011,4,4,4/4/2011,MS,1,0,0,30.6695,-89.4527,30.6695,-89.4527,0.25,50
2011,4,4,4/4/2011,MS,1,0,0,30.4022,-88.7198,30.4022,-88.7198,0.1,75
2011,4,15,4/15/2011,MS,0,0,0,32.9579,-91.0402,32.9591,-91.0107,1.71,75
2011,4,15,4/15/2011,MS,0,0,0,31.65,-88.89,31.65,-88.89,0.01,50
2011,4,15,4/15/2011,MS,0,0,0,31.8108,-90.3761,31.8181,-90.3609,1.03,200
2011,4,15,4/15/2011,MS,0,0,0,33.16,-89.6,33.1931,-89.5334,4.48,75
2011,4,15,4/15/2011,MS,1,0,0,32.4159,-90.0773,32.4562,-89.9596,7.41,200
2011,4,15,4/15/2011,MS,1,0,0,31.429,-88.473,31.473,-88.403,5.14,200
2011,4,15,4/15/2011,MS,1,0,0,32.48,-89.89,32.5164,-89.7671,7.59,200
2011,4,15,4/15/2011,MS,1,0,0,32.54,-89.71,32.6024,-89.6165,6.95,200
2011,4,15,4/15/2011,MS,1,0,0,32.0589,-89.7478,32.0723,-89.6859,3.75,100
2011,4,15,4/15/2011,MS,1,0,0,33.0327,-90.038,33.071,-89.9428,6.12,150
2011,4,15,4/15/2011,MS,1,0,0,32.22,-89.36,32.2504,-89.2483,6.87,150
2011,4,15,4/15/2011,MS,1,0,0,32.014,-89.2538,32.0136,-89.2328,1.23,440
2011,4,15,4/15/2011,MS,1,0,0,32.0836,-88.5246,32.2454,-88.1522,24.49,470
2011,4,15,4/15/2011,MS,1,0,0,32.01,-89.2693,32.0233,-89.2464,1.63,880
2011,4,15,4/15/2011,MS,2,2,0,33.1261,-89.7665,33.1478,-89.708,3.7,200
2011,4,15,4/15/2011,MS,3,10,0,32.2908,-90.3754,32.3919,-90.1188,16.53,528
2011,4,15,4/15/2011,MS,3,5,0,32.6882,-88.9872,32.8917,-88.1835,48.52,1760
2011,4,15,4/15/2011,MS,3,28,4,31.1311,-88.6325,31.2168,-88.34,18.3,500
2011,4,20,4/20/2011,MS,1,0,0,33.4723,-89.3745,33.5161,-89.3521,3.29,150
2011,4,26,4/26/2011,MS,0,0,0,32.7788,-90.938,32.8095,-90.9256,2.24,100
2011,4,26,4/26/2011,MS,1,0,0,31.625,-89.5264,31.627,-89.5217,0.31,50
2011,4,26,4/26/2011,MS,1,0,0,31.6996,-89.2415,31.7123,-89.2284,1.17,100
2011,4,26,4/26/2011,MS,2,3,0,33.5387,-90.5828,33.676,-90.4602,11.82,440
2011,4,27,4/27/2011,MS,0,0,0,33.1089,-89.8637,33.1304,-89.8495,1.7,50
2011,4,27,4/27/2011,MS,0,0,0,34.5912,-88.8323,34.5944,-88.8265,0.4,25
2011,4,27,4/27/2011,MS,0,0,0,34.7709,-88.5147,34.7941,-88.4851,2.32,50
2011,4,27,4/27/2011,MS,0,0,0,34.3202,-88.8848,34.3259,-88.8683,1.02,75
2011,4,27,4/27/2011,MS,0,0,0,34.4099,-89.7976,34.4321,-89.7914,1.58,25
2011,4,27,4/27/2011,MS,0,0,0,32.42,-88.8083,32.4746,-88.6217,11.52,100
2011,4,27,4/27/2011,MS,1,0,0,32.9045,-90.4135,33.0173,-90.3111,9.66,250
2011,4,27,4/27/2011,MS,1,0,0,33.7408,-90.2436,34.084,-89.9932,27.71,50
2011,4,27,4/27/2011,MS,1,0,0,33.4051,-90.2104,33.437,-90.1699,3.21,100
2011,4,27,4/27/2011,MS,1,0,0,33.703,-89.6198,33.7231,-89.5981,1.86,150
2011,4,27,4/27/2011,MS,1,0,0,33.0044,-89.4027,33.0099,-89.3973,0.49,50
2011,4,27,4/27/2011,MS,1,0,0,33.0611,-89.248,33.0943,-89.1871,4.2,150
2011,4,27,4/27/2011,MS,1,0,0,33.1702,-89.0181,33.2301,-88.913,7.35,200
2011,4,27,4/27/2011,MS,1,0,0,33.2588,-88.5872,33.3191,-88.5078,6.24,150
2011,4,27,4/27/2011,MS,1,0,0,33.1446,-88.5191,33.2425,-88.4352,8.32,500
2011,4,27,4/27/2011,MS,1,0,0,34.8109,-88.7916,34.8276,-88.76,2.13,100
2011,4,27,4/27/2011,MS,2,0,0,33.0713,-89.9795,33.1689,-89.8007,12.35,1760
2011,4,27,4/27/2011,MS,2,0,0,33.0057,-89.8017,33.293,-89.6011,23.01,860
2011,4,27,4/27/2011,MS,2,0,0,33.22,-89.81,33.3162,-89.71,8.81,880
2011,4,27,4/27/2011,MS,2,0,0,33.35,-89.5853,33.4022,-89.3932,11.68,1760
2011,4,27,4/27/2011,MS,2,2,0,33.4166,-89.4349,33.4381,-89.3201,6.79,1750
2011,4,27,4/27/2011,MS,2,1,0,34.4683,-88.2808,34.5559,-88.1572,9.28,150
2011,4,27,4/27/2011,MS,2,0,0,32.9076,-88.5313,33.1275,-87.9844,35.16,1410
2011,4,27,4/27/2011,MS,2,2,0,32.0382,-90.4918,32.0614,-90.3155,10.46,440
2011,4,27,4/27/2011,MS,2,5,1,33.5092,-89.2547,33.6384,-89.0735,13.33,1320
2011,4,27,4/27/2011,MS,3,0,0,33.0877,-90.0775,33.2653,-89.741,23,1760
2011,4,27,4/27/2011,MS,3,25,0,33.4462,-89.3691,33.9889,-88.5987,70.42,1800
2011,4,27,4/27/2011,MS,3,8,0,34.2084,-89.5653,34.3299,-89.3785,13.57,440
2011,4,27,4/27/2011,MS,3,2,0,32.8496,-88.4528,33.0604,-88.1299,23.74,1056
2011,4,27,4/27/2011,MS,3,0,0,32.1397,-89.6912,32.1793,-89.5469,8.87,440
2011,4,27,4/27/2011,MS,3,0,0,32.2882,-89.1817,32.3389,-89.0164,10.27,440
2011,4,27,4/27/2011,MS,3,25,4,33.7114,-89.3164,34.022,-88.5035,51.45,1320
2011,4,27,4/27/2011,MS,4,17,7,32.0296,-89.5042,32.4829,-87.4942,122.04,1050
2011,4,27,4/27/2011,MS,5,6,3,32.7992,-89.1088,33.0202,-88.6974,28.28,900
2011,4,27,4/27/2011,MS,5,137,23,34.0455,-88.445,34.3226,-87.8924,37.1,1320
2011,5,26,5/26/2011,MS,0,0,0,30.5203,-88.5481,30.536,-88.5029,2.9,50
2011,6,22,6/22/2011,MS,1,1,0,33.8768,-89.1858,33.882,-89.1667,1.15,100
2011,9,3,9/3/2011,MS,0,0,0,30.4779,-89.43,30.4791,-89.4307,0.09,30
2011,9,4,9/4/2011,MS,0,0,0,31.4,-89.48,31.4,-89.48,0.01,40
2011,9,4,9/4/2011,MS,0,0,0,31.2109,-89.2679,31.2109,-89.2679,0.01,40
2011,9,4,9/4/2011,MS,0,0,0,32.0911,-89.3541,32.0973,-89.3613,0.6,50
2011,9,4,9/4/2011,MS,1,0,0,30.6165,-89.6558,30.6231,-89.6621,0.59,100
2011,9,4,9/4/2011,MS,1,0,0,30.5434,-89.12,30.5875,-89.1535,3.64,75
2011,9,4,9/4/2011,MS,1,1,0,30.7677,-89.1647,30.8945,-89.165,8.76,100
2011,9,4,9/4/2011,MS,1,0,0,31.5956,-89.6024,31.5607,-89.5496,3.93,50
2011,9,19,9/19/2011,MS,0,0,0,30.3774,-89.0441,30.3788,-89.0445,0.1,25
2011,9,25,9/25/2011,MS,1,0,0,33.7933,-90.7814,33.7212,-90.6264,10.23,800
2011,9,25,9/25/2011,MS,1,0,0,33.7866,-90.5467,33.7673,-90.537,1.44,200
2011,11,16,11/16/2011,MS,1,0,0,31.3707,-89.8349,31.4735,-89.7068,9.63,440
2011,11,16,11/16/2011,MS,1,0,0,31.6608,-89.3275,31.679,-89.2969,2.2,50
2011,11,16,11/16/2011,MS,2,15,0,31.7079,-89.2473,31.8341,-89.0844,12.95,300
2012,1,17,1/17/2012,MS,2,2,0,31.079,-89.7422,31.0972,-89.6998,2.81,440
2012,1,22,1/22/2012,MS,0,0,0,34.2617,-90.3036,34.2622,-90.2989,0.27,75
2012,1,22,1/22/2012,MS,2,1,0,34.0797,-90.7148,34.108,-90.6661,3.41,332
2012,1,25,1/25/2012,MS,1,0,0,31.74,-90.22,31.7769,-90.1905,3.08,350
2012,1,26,1/26/2012,MS,0,0,0,30.9895,-89.5605,30.9911,-89.5594,0.1,100
2012,2,1,2/1/2012,MS,0,0,0,33.9735,-88.2286,33.9746,-88.227,0.12,25
2012,3,2,3/2/2012,MS,0,0,0,31.5876,-89.7643,31.5848,-89.7692,0.35,50
2012,3,2,3/2/2012,MS,1,0,0,31.1077,-89.5219,31.197,-89.3491,11.94,300
2012,3,2,3/2/2012,MS,1,0,0,31.1967,-89.3498,31.2146,-89.3034,3.01,300
2012,3,21,3/21/2012,MS,0,0,0,31.4219,-89.2508,31.4265,-89.2481,0.36,264
2012,3,21,3/21/2012,MS,0,0,0,31.7272,-89.3293,31.7276,-89.3287,0.04,75
2012,3,21,3/21/2012,MS,0,0,0,30.4663,-89.3012,30.4699,-89.2979,0.32,50
2012,3,21,3/21/2012,MS,0,0,0,32.0165,-89.0203,32.0239,-89.0178,0.53,75
2012,3,21,3/21/2012,MS,1,0,0,31.6382,-91.0257,31.674,-91.0068,2.71,176
2012,3,21,3/21/2012,MS,1,0,0,32.3001,-90.8592,32.3247,-90.8463,1.86,100
2012,3,21,3/21/2012,MS,1,0,0,30.4961,-89.0199,30.5049,-89.0071,0.98,100
2012,3,21,3/21/2012,MS,2,0,0,32.0713,-90.904,32.2051,-90.8715,9.23,880
2012,3,21,3/21/2012,MS,2,0,0,32.2918,-89.8404,32.3793,-89.8632,6.19,75
2012,3,22,3/22/2012,MS,0,0,0,30.47,-88.9093,30.5283,-88.9227,4.1,100
2012,8,9,8/9/2012,MS,0,0,0,31.1834,-90.2059,31.1878,-90.2036,0.33,170
2012,8,19,8/19/2012,MS,0,0,0,32.4892,-89.9812,32.4883,-89.9803,0.08,30
2012,8,29,8/29/2012,MS,1,0,0,30.367,-89.0847,30.369,-89.086,0.5,25
2012,8,29,8/29/2012,MS,1,0,0,30.362,-88.749,30.3681,-88.7476,0.43,40
2012,8,30,8/30/2012,MS,1,3,0,31.9934,-88.4957,32.0723,-88.5211,6.1,100
2012,8,30,8/30/2012,MS,1,0,0,32.2436,-88.5303,32.2766,-88.5577,1.4,100
2012,8,30,8/30/2012,MS,2,0,0,30.344,-88.553,30.3545,-88.5486,0.77,40
2012,9,30,9/30/2012,MS,1,0,0,30.5428,-89.4792,30.6066,-89.4091,6.07,40
2012,9,30,9/30/2012,MS,1,0,0,30.7127,-89.1502,30.7353,-89.1235,2.23,100
2012,10,17,10/17/2012,MS,1,0,0,33.859,-89.8434,33.859,-89.8434,0.5,75
2012,10,17,10/17/2012,MS,1,0,0,32.9638,-90.6077,32.9613,-90.5826,1.46,100
2012,10,17,10/17/2012,MS,1,0,0,32.9506,-90.5072,32.9436,-90.4752,1.92,100
2012,10,17,10/17/2012,MS,1,0,0,32.8795,-90.1245,32.8662,-90.0965,1.86,250
2012,10,17,10/17/2012,MS,1,0,0,32.7391,-89.724,32.7383,-89.7127,0.66,525
2012,10,17,10/17/2012,MS,1,0,0,32.7495,-89.5056,32.7491,-89.492,0.79,150
2012,10,17,10/17/2012,MS,2,0,0,33.9672,-90.7018,33.9718,-90.6764,1.25,150
2012,10,17,10/17/2012,MS,2,4,0,32.9946,-90.7006,32.9672,-90.6369,4.43,440
2012,10,17,10/17/2012,MS,3,1,0,32.4374,-89.4521,32.3903,-89.21,14.36,880
2012,10,18,10/18/2012,MS,1,0,0,32.3657,-90.4337,32.3684,-90.4218,0.72,50
2012,10,18,10/18/2012,MS,1,0,0,32.66,-89.07,32.6658,-89.0614,0.64,150
2012,12,9,12/9/2012,MS,0,0,0,30.7625,-89.5228,30.7942,-89.5036,2.47,20
2012,12,9,12/9/2012,MS,0,0,0,31.0955,-89.3867,31.0968,-89.3854,0.05,50
2012,12,9,12/9/2012,MS,0,0,0,31.6266,-89.011,31.6272,-89.0107,0.05,50
2012,12,10,12/10/2012,MS,1,0,0,31.01,-90.18,31.1348,-89.8859,19.17,100
2012,12,25,12/25/2012,MS,0,0,0,32.228,-88.715,32.256,-88.695,2.26,50
2012,12,25,12/25/2012,MS,1,1,0,31.078,-91.067,31.1,-91.02,2.75,250
